"influence_2016"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Don't know"
"Don't know"
"Did not try"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Don't know"
"Don't know"
"Don't know"
"Did not try"
"Did try"
"Did not try"
"Don't know"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Don't know"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Don't know"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Don't know"
"Did try"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did try"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Did not try"
"Did try"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Don't know"
"Don't know"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Don't know"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Did not try"
"Did try"
"Don't know"
"Don't know"
"Did not try"
"Don't know"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Don't know"
"Don't know"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Don't know"
"Did try"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Did try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Did try"
"Did try"
"Did not try"
"Don't know"
"Did not try"
"Did try"
"Did try"
"Did not try"
"Did not try"
"Did try"
"Don't know"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Don't know"
"Did try"
"Did try"
"Did not try"
"Did try"
"Did not try"
"Don't know"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Don't know"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did not try"
"Don't know"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did try"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Don't know"
"Don't know"
"Don't know"
"Don't know"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did not try"
"Did try"
"Did not try"
"Did not try"
"Don't know"
"Don't know"
"Did not try"
"Did try"
"Did not try"
